Gene	Description	GeneSeurat	GeneDescription	Chromosome	PosStart	PosEnd	Strand	GeneDescription2
PBANKA_0109000	conserved Plasmodium protein, unknown function	PBANKA-0109000	PBANKA_0109000 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	366467	367448	+	conserved Plasmodium protein, unknown function - PBANKA_0109000
PBANKA_1039900	conserved Plasmodium protein, unknown function	PBANKA-1039900	PBANKA_1039900 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	1589379	1592837	+	conserved Plasmodium protein, unknown function - PBANKA_1039900
PBANKA_1437200	conserved Plasmodium protein, unknown function	PBANKA-1437200	PBANKA_1437200 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1399132	1400658	-	conserved Plasmodium protein, unknown function - PBANKA_1437200
PBANKA_0701000	sporozoite and liver stage tryptophan-rich protein, pseudogene	PBANKA-0701000	PBANKA_0701000 - sporozoite and liver stage tryptophan-rich protein, pseudogene	PbANKA_07_v3	80106	81612	+	sporozoite and liver stage tryptophan-rich protein, pseudogene - PBANKA_0701000
PBANKA_0704900	crystalloid-specific PH domain-containing protein, putative	PBANKA-0704900	PBANKA_0704900 - crystalloid-specific PH domain-containing protein, putative	PbANKA_07_v3	236271	237140	+	crystalloid-specific PH domain-containing protein, putative - PBANKA_0704900
PBANKA_1100500	fam-b protein	PBANKA-1100500	PBANKA_1100500 - fam-b protein	PbANKA_11_v3	41376	42268	-	fam-b protein - PBANKA_1100500
PBANKA_1360900	GTPase, putative	PBANKA-1360900	PBANKA_1360900 - GTPase, putative	PbANKA_13_v3	2321419	2323192	+	GTPase, putative - PBANKA_1360900
PBANKA_1010600	calmodulin, putative	PBANKA-1010600	PBANKA_1010600 - calmodulin, putative	PbANKA_10_v3	491601	492348	+	calmodulin, putative - PBANKA_1010600
PBANKA_0314100	conserved protein, unknown function	PBANKA-0314100	PBANKA_0314100 - conserved protein, unknown function	PbANKA_03_v3	493504	494057	+	conserved protein, unknown function - PBANKA_0314100
PBANKA_0621300	conserved Plasmodium protein, unknown function	PBANKA-0621300	PBANKA_0621300 - conserved Plasmodium protein, unknown function	PbANKA_06_v3	844027	849515	+	conserved Plasmodium protein, unknown function - PBANKA_0621300
PBANKA_0915200	conserved Plasmodium protein, unknown function	PBANKA-0915200	PBANKA_0915200 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	580909	584874	+	conserved Plasmodium protein, unknown function - PBANKA_0915200
PBANKA_1458800	kinesin, putative	PBANKA-1458800	PBANKA_1458800 - kinesin, putative	PbANKA_14_v3	2249522	2253766	-	kinesin, putative - PBANKA_1458800
PBANKA_0905700	DNA-directed RNA polymerases I and III subunit RPAC1, putative	PBANKA-0905700	PBANKA_0905700 - DNA-directed RNA polymerases I and III subunit RPAC1, putative	PbANKA_09_v3	189929	190933	+	DNA-directed RNA polymerases I and III subunit RPAC1, putative - PBANKA_0905700
PBANKA_0721800	apical merozoite protein, putative	PBANKA-0721800	PBANKA_0721800 - apical merozoite protein, putative	PbANKA_07_v3	792292	793071	+	apical merozoite protein, putative - PBANKA_0721800
PBANKA_0110300	conserved Plasmodium protein, unknown function	PBANKA-0110300	PBANKA_0110300 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	413202	413673	-	conserved Plasmodium protein, unknown function - PBANKA_0110300
PBANKA_0521900	conserved Plasmodium protein, unknown function	PBANKA-0521900	PBANKA_0521900 - conserved Plasmodium protein, unknown function	PbANKA_05_v3	815782	816984	-	conserved Plasmodium protein, unknown function - PBANKA_0521900
PBANKA_1363600	conserved Plasmodium protein, unknown function	PBANKA-1363600	PBANKA_1363600 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	2412325	2413146	-	conserved Plasmodium protein, unknown function - PBANKA_1363600
PBANKA_0700041	PIR protein	PBANKA-0700041	PBANKA_0700041 - PIR protein	PbANKA_07_v3	8395	9597	-	PIR protein - PBANKA_0700041
PBANKA_0405000	ATP synthase-associated protein, putative	PBANKA-0405000	PBANKA_0405000 - ATP synthase-associated protein, putative	PbANKA_04_v3	185770	186027	+	ATP synthase-associated protein, putative - PBANKA_0405000
PBANKA_0008601	PIR protein, pseudogene	PBANKA-0008601	PBANKA_0008601 - PIR protein, pseudogene	PbANKA_00_v3_archived_contig_4	7228	8044	+	PIR protein, pseudogene - PBANKA_0008601
PBANKA_API00203	tRNA Glycine	PBANKA-API00203	PBANKA_API00203 - tRNA Glycine	PbANKA_API_v3	21310	21382	-	tRNA Glycine - PBANKA_API00203
PBANKA_0208900	StAR-related lipid transfer protein, putative	PBANKA-0208900	PBANKA_0208900 - StAR-related lipid transfer protein, putative	PbANKA_02_v3	312305	313630	+	StAR-related lipid transfer protein, putative - PBANKA_0208900
PBANKA_1435900	conserved Plasmodium protein, unknown function	PBANKA-1435900	PBANKA_1435900 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1350312	1353673	-	conserved Plasmodium protein, unknown function - PBANKA_1435900
PBANKA_1016400	major facilitator superfamily domain-containing protein, putative	PBANKA-1016400	PBANKA_1016400 - major facilitator superfamily domain-containing protein, putative	PbANKA_10_v3	705761	707851	-	major facilitator superfamily domain-containing protein, putative - PBANKA_1016400
PBANKA_1125900	ankyrin-repeat protein, putative	PBANKA-1125900	PBANKA_1125900 - ankyrin-repeat protein, putative	PbANKA_11_v3	948888	954224	+	ankyrin-repeat protein, putative - PBANKA_1125900
PBANKA_0722000	phosphatidylinositol 4-kinase, putative	PBANKA-0722000	PBANKA_0722000 - phosphatidylinositol 4-kinase, putative	PbANKA_07_v3	796805	811397	+	phosphatidylinositol 4-kinase, putative - PBANKA_0722000
PBANKA_0406000	conserved Plasmodium protein, unknown function	PBANKA-0406000	PBANKA_0406000 - conserved Plasmodium protein, unknown function	PbANKA_04_v3	209544	214856	-	conserved Plasmodium protein, unknown function - PBANKA_0406000
PBANKA_API00290	apicoplast ribosomal protein S7	PBANKA-API00290	PBANKA_API00290 - apicoplast ribosomal protein S7	PbANKA_API_v3	25884	26315	-	apicoplast ribosomal protein S7 - PBANKA_API00290
PBANKA_1447800	conserved protein, unknown function	PBANKA-1447800	PBANKA_1447800 - conserved protein, unknown function	PbANKA_14_v3	1831362	1831838	+	conserved protein, unknown function - PBANKA_1447800
PBANKA_1312800	CLASP domain-containing protein, putative	PBANKA-1312800	PBANKA_1312800 - CLASP domain-containing protein, putative	PbANKA_13_v3	550724	554302	+	CLASP domain-containing protein, putative - PBANKA_1312800
PBANKA_1028600	zinc finger protein, putative	PBANKA-1028600	PBANKA_1028600 - zinc finger protein, putative	PbANKA_10_v3	1165776	1167812	-	zinc finger protein, putative - PBANKA_1028600
PBANKA_0929800	insulinase, putative	PBANKA-0929800	PBANKA_0929800 - insulinase, putative	PbANKA_09_v3	1090809	1094561	-	insulinase, putative - PBANKA_0929800
PBANKA_0813100	conserved Plasmodium protein, unknown function	PBANKA-0813100	PBANKA_0813100 - conserved Plasmodium protein, unknown function	PbANKA_08_v3	578723	583315	-	conserved Plasmodium protein, unknown function - PBANKA_0813100
PBANKA_1342500	conserved Plasmodium protein, unknown function	PBANKA-1342500	PBANKA_1342500 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	1670427	1674992	+	conserved Plasmodium protein, unknown function - PBANKA_1342500
PBANKA_0713500	conserved Plasmodium protein, unknown function	PBANKA-0713500	PBANKA_0713500 - conserved Plasmodium protein, unknown function	PbANKA_07_v3	515945	521595	+	conserved Plasmodium protein, unknown function - PBANKA_0713500
PBANKA_1400500	PIR protein, pseudogene	PBANKA-1400500	PBANKA_1400500 - PIR protein, pseudogene	PbANKA_14_v3	71983	73151	-	PIR protein, pseudogene - PBANKA_1400500
PBANKA_0931600	guanine nucleotide-exchange factor SEC12, putative	PBANKA-0931600	PBANKA_0931600 - guanine nucleotide-exchange factor SEC12, putative	PbANKA_09_v3	1155120	1156391	+	guanine nucleotide-exchange factor SEC12, putative - PBANKA_0931600
PBANKA_1450300	ATP synthase subunit beta, mitochondrial	PBANKA-1450300	PBANKA_1450300 - ATP synthase subunit beta, mitochondrial	PbANKA_14_v3	1944993	1946594	+	ATP synthase subunit beta, mitochondrial - PBANKA_1450300
PBANKA_0202000	eukaryotic translation initiation factor 4E, putative	PBANKA-0202000	PBANKA_0202000 - eukaryotic translation initiation factor 4E, putative	PbANKA_02_v3	87321	89778	-	eukaryotic translation initiation factor 4E, putative - PBANKA_0202000
PBANKA_1216700	WD repeat-containing protein, putative	PBANKA-1216700	PBANKA_1216700 - WD repeat-containing protein, putative	PbANKA_12_v3	630514	637698	-	WD repeat-containing protein, putative - PBANKA_1216700
PBANKA_0216000	PIR protein	PBANKA-0216000	PBANKA_0216000 - PIR protein	PbANKA_02_v3	585291	587212	+	PIR protein - PBANKA_0216000
PBANKA_0825600	splicing factor 3A subunit 3, putative	PBANKA-0825600	PBANKA_0825600 - splicing factor 3A subunit 3, putative	PbANKA_08_v3	995035	996765	+	splicing factor 3A subunit 3, putative - PBANKA_0825600
PBANKA_1108700	structural maintenance of chromosomes protein 4, putative	PBANKA-1108700	PBANKA_1108700 - structural maintenance of chromosomes protein 4, putative	PbANKA_11_v3	341006	345334	+	structural maintenance of chromosomes protein 4, putative - PBANKA_1108700
PBANKA_1226900	mitogen-activated protein kinase organizer 1, putative	PBANKA-1226900	PBANKA_1226900 - mitogen-activated protein kinase organizer 1, putative	PbANKA_12_v3	1031888	1033795	-	mitogen-activated protein kinase organizer 1, putative - PBANKA_1226900
PBANKA_0819450	telomerase RNA	PBANKA-0819450	PBANKA_0819450 - telomerase RNA	PbANKA_08_v3	776467	777913	+	telomerase RNA - PBANKA_0819450
PBANKA_1407200	conserved Plasmodium protein, unknown function	PBANKA-1407200	PBANKA_1407200 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	341090	342250	+	conserved Plasmodium protein, unknown function - PBANKA_1407200
PBANKA_1421500	conserved Plasmodium protein, unknown function	PBANKA-1421500	PBANKA_1421500 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	852042	855950	-	conserved Plasmodium protein, unknown function - PBANKA_1421500
PBANKA_1010400	conserved protein, unknown function	PBANKA-1010400	PBANKA_1010400 - conserved protein, unknown function	PbANKA_10_v3	484969	486163	+	conserved protein, unknown function - PBANKA_1010400
PBANKA_1442300	conserved Plasmodium protein, unknown function	PBANKA-1442300	PBANKA_1442300 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1618589	1621048	+	conserved Plasmodium protein, unknown function - PBANKA_1442300
PBANKA_1000021	fam-a protein, pseudogene	PBANKA-1000021	PBANKA_1000021 - fam-a protein, pseudogene	PbANKA_10_v3	11471	13055	+	fam-a protein, pseudogene - PBANKA_1000021
PBANKA_1131200	60S ribosomal protein L7-2, putative	PBANKA-1131200	PBANKA_1131200 - 60S ribosomal protein L7-2, putative	PbANKA_11_v3	1172766	1173854	-	60S ribosomal protein L7-2, putative - PBANKA_1131200
PBANKA_0704000	SNARE protein, putative	PBANKA-0704000	PBANKA_0704000 - SNARE protein, putative	PbANKA_07_v3	187108	187932	+	SNARE protein, putative - PBANKA_0704000
PBANKA_1409000	ER membrane protein complex subunit 7, putative	PBANKA-1409000	PBANKA_1409000 - ER membrane protein complex subunit 7, putative	PbANKA_14_v3	401756	402367	-	ER membrane protein complex subunit 7, putative - PBANKA_1409000
PBANKA_0411950	conserved Plasmodium protein, unknown function	PBANKA-0411950	PBANKA_0411950 - conserved Plasmodium protein, unknown function	PbANKA_04_v3	424426	428352	-	conserved Plasmodium protein, unknown function - PBANKA_0411950
PBANKA_1213800	conserved Plasmodium protein, unknown function	PBANKA-1213800	PBANKA_1213800 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	530281	531606	+	conserved Plasmodium protein, unknown function - PBANKA_1213800
PBANKA_1427900	histone acetyltransferase subunit NuA4, putative	PBANKA-1427900	PBANKA_1427900 - histone acetyltransferase subunit NuA4, putative	PbANKA_14_v3	1086402	1086716	+	histone acetyltransferase subunit NuA4, putative - PBANKA_1427900
PBANKA_0000801	PIR protein	PBANKA-0000801	PBANKA_0000801 - PIR protein	PbANKA_00_v3_archived_contig_1	18408	19512	+	PIR protein - PBANKA_0000801
PBANKA_1310100	pyruvate dehydrogenase E1 component subunit beta, putative	PBANKA-1310100	PBANKA_1310100 - pyruvate dehydrogenase E1 component subunit beta, putative	PbANKA_13_v3	468934	470127	-	pyruvate dehydrogenase E1 component subunit beta, putative - PBANKA_1310100
PBANKA_1221800	conserved Plasmodium protein, unknown function	PBANKA-1221800	PBANKA_1221800 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	834714	837446	+	conserved Plasmodium protein, unknown function - PBANKA_1221800
PBANKA_0102400	conserved Plasmodium protein, unknown function	PBANKA-0102400	PBANKA_0102400 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	104749	110663	-	conserved Plasmodium protein, unknown function - PBANKA_0102400
PBANKA_0623100	tryptophan-rich protein	PBANKA-0623100	PBANKA_0623100 - tryptophan-rich protein	PbANKA_06_v3	940354	942905	-	tryptophan-rich protein - PBANKA_0623100
PBANKA_1319500	LCCL domain-containing protein	PBANKA-1319500	PBANKA_1319500 - LCCL domain-containing protein	PbANKA_13_v3	806458	811608	+	LCCL domain-containing protein - PBANKA_1319500
PBANKA_1445100	ATP-dependent protease subunit ClpQ, putative	PBANKA-1445100	PBANKA_1445100 - ATP-dependent protease subunit ClpQ, putative	PbANKA_14_v3	1732182	1733336	-	ATP-dependent protease subunit ClpQ, putative - PBANKA_1445100
PBANKA_1358400	ubiquitin-conjugating enzyme E2, putative	PBANKA-1358400	PBANKA_1358400 - ubiquitin-conjugating enzyme E2, putative	PbANKA_13_v3	2226697	2227527	+	ubiquitin-conjugating enzyme E2, putative - PBANKA_1358400
PBANKA_1033800	conserved protein, unknown function	PBANKA-1033800	PBANKA_1033800 - conserved protein, unknown function	PbANKA_10_v3	1361795	1381517	+	conserved protein, unknown function - PBANKA_1033800
PBANKA_0933300	RAP protein, putative	PBANKA-0933300	PBANKA_0933300 - RAP protein, putative	PbANKA_09_v3	1212075	1213916	+	RAP protein, putative - PBANKA_0933300
PBANKA_1442200	protein SOC2	PBANKA-1442200	PBANKA_1442200 - protein SOC2	PbANKA_14_v3	1598986	1615105	-	protein SOC2 - PBANKA_1442200
PBANKA_0607700	telomere repeat-binding zinc finger protein, putative	PBANKA-0607700	PBANKA_0607700 - telomere repeat-binding zinc finger protein, putative	PbANKA_06_v3	372978	376724	-	telomere repeat-binding zinc finger protein, putative - PBANKA_0607700
PBANKA_0907300	OTU domain-containing protein, putative	PBANKA-0907300	PBANKA_0907300 - OTU domain-containing protein, putative	PbANKA_09_v3	246278	247648	-	OTU domain-containing protein, putative - PBANKA_0907300
PBANKA_0815000	pseudouridylate synthase, putative	PBANKA-0815000	PBANKA_0815000 - pseudouridylate synthase, putative	PbANKA_08_v3	630346	632640	+	pseudouridylate synthase, putative - PBANKA_0815000
PBANKA_0614100	transcription initiation factor IIA subunit 1, putative	PBANKA-0614100	PBANKA_0614100 - transcription initiation factor IIA subunit 1, putative	PbANKA_06_v3	600399	601397	+	transcription initiation factor IIA subunit 1, putative - PBANKA_0614100
PBANKA_1032500	ER membrane protein complex subunit 2, putative	PBANKA-1032500	PBANKA_1032500 - ER membrane protein complex subunit 2, putative	PbANKA_10_v3	1317833	1318723	+	ER membrane protein complex subunit 2, putative - PBANKA_1032500
PBANKA_1104000	ATP-dependent helicase, putative	PBANKA-1104000	PBANKA_1104000 - ATP-dependent helicase, putative	PbANKA_11_v3	165137	167260	+	ATP-dependent helicase, putative - PBANKA_1104000
PBANKA_1205200	transmembrane protein 147, putative	PBANKA-1205200	PBANKA_1205200 - transmembrane protein 147, putative	PbANKA_12_v3	211579	213292	+	transmembrane protein 147, putative - PBANKA_1205200
PBANKA_1418800	SNARE protein, putative	PBANKA-1418800	PBANKA_1418800 - SNARE protein, putative	PbANKA_14_v3	744534	746071	+	SNARE protein, putative - PBANKA_1418800
PBANKA_0812700	conserved Plasmodium protein, unknown function	PBANKA-0812700	PBANKA_0812700 - conserved Plasmodium protein, unknown function	PbANKA_08_v3	569281	570510	+	conserved Plasmodium protein, unknown function - PBANKA_0812700
PBANKA_1016000	heme/steroid binding domain containing protein, putative	PBANKA-1016000	PBANKA_1016000 - heme/steroid binding domain containing protein, putative	PbANKA_10_v3	691418	692215	+	heme/steroid binding domain containing protein, putative - PBANKA_1016000
PBANKA_0400800	fam-a protein, pseudogene	PBANKA-0400800	PBANKA_0400800 - fam-a protein, pseudogene	PbANKA_04_v3	21899	23292	+	fam-a protein, pseudogene - PBANKA_0400800
PBANKA_1400061	PIR protein	PBANKA-1400061	PBANKA_1400061 - PIR protein	PbANKA_14_v3	20941	22995	-	PIR protein - PBANKA_1400061
PBANKA_1426500	cullin-1, putative	PBANKA-1426500	PBANKA_1426500 - cullin-1, putative	PbANKA_14_v3	1023394	1026236	-	cullin-1, putative - PBANKA_1426500
PBANKA_0519200	conserved Plasmodium protein, unknown function	PBANKA-0519200	PBANKA_0519200 - conserved Plasmodium protein, unknown function	PbANKA_05_v3	695401	696582	+	conserved Plasmodium protein, unknown function - PBANKA_0519200
PBANKA_1028000	ubiquitin carboxyl-terminal hydrolase, putative	PBANKA-1028000	PBANKA_1028000 - ubiquitin carboxyl-terminal hydrolase, putative	PbANKA_10_v3	1139764	1143447	+	ubiquitin carboxyl-terminal hydrolase, putative - PBANKA_1028000
PBANKA_1128400	RNA-binding protein, putative	PBANKA-1128400	PBANKA_1128400 - RNA-binding protein, putative	PbANKA_11_v3	1062129	1062972	+	RNA-binding protein, putative - PBANKA_1128400
